scraper	article	wer
justext	Reuters_4.html.gz	0.8482587064676617
justext	TheGatewayPundit_0.html.gz	0.21470588235294116
justext	TheGatewayPundit_1.html.gz	0.12876712328767123
justext	TheGatewayPundit_2.html.gz	0.1829652996845426
justext	TheGatewayPundit_3.html.gz	0.4798387096774194
justext	TheGatewayPundit_4.html.gz	0.028968713789107765
justext	TheGuardian_0.html.gz	0.04688593421973408
justext	TheGuardian_1.html.gz	0.1859582542694497
justext	TheGuardian_2.html.gz	0.03444316877152698
justext	TheGuardian_3.html.gz	0.042366107114308556
justext	TheGuardian_4.html.gz	0.059113300492610835
justext	TheIndependent_0.html.gz	0.8882882882882883
justext	TheIndependent_1.html.gz	2.933774834437086
justext	TheIndependent_2.html.gz	0.42913385826771655
justext	TheIndependent_3.html.gz	0.2961672473867596
justext	TheIndependent_4.html.gz	1.1055045871559632
justext	TheIntercept_0.html.gz	0.035546613011401745
justext	TheIntercept_1.html.gz	0.1284722222222222
justext	TheIntercept_2.html.gz	0.016711229946524065
justext	TheIntercept_3.html.gz	0.3161764705882353
justext	TheIntercept_4.html.gz	0.04520364016112188
justext	TheNation_0.html.gz	0.11316725978647686
justext	TheNation_1.html.gz	0.022900763358778626
justext	TheNation_2.html.gz	0.038686987104337635
justext	TheNation_3.html.gz	0.14440734557595994
justext	TheNation_4.html.gz	0.03930635838150289
justext	TheNewYorker_0.html.gz	0.0077204388459975615
justext	TheNewYorker_1.html.gz	0.014148471615720524
justext	TheNewYorker_2.html.gz	0.0468557336621455
justext	TheNewYorker_3.html.gz	0.018280632411067192
justext	TheNewYorker_4.html.gz	0.018215417106652587
justext	TheTelegraph_0.html.gz	0.11486486486486487
justext	TheTelegraph_1.html.gz	0.24273504273504273
justext	TheTelegraph_2.html.gz	1.0
justext	TheTelegraph_3.html.gz	0.148014440433213
justext	TheTelegraph_4.html.gz	0.06701708278580815
justext	WashingtonTimes_0.html.gz	0.15527950310559005
justext	WashingtonTimes_1.html.gz	0.14323607427055704
justext	WashingtonTimes_2.html.gz	0.16515837104072398
justext	WashingtonTimes_3.html.gz	0.038834951456310676
justext	WashingtonTimes_4.html.gz	0.01794453507340946
justext	iNews_0.html.gz	0.0
justext	iNews_1.html.gz	0.09621993127147767
justext	iNews_2.html.gz	0.04219948849104859
justext	iNews_3.html.gz	0.022996057818659658
justext	iNews_4.html.gz	0.1472560975609756
newsplease	APNews_0.html.gz	0.0021321961620469083
newsplease	APNews_1.html.gz	0.0034602076124567475
newsplease	APNews_2.html.gz	0.002331002331002331
newsplease	APNews_3.html.gz	0.010416666666666666
newsplease	APNews_4.html.gz	0.003992015968063872
newsplease	CNBC_0.html.gz	0.0
newsplease	CNBC_1.html.gz	0.3929121725731895
newsplease	CNBC_2.html.gz	0.0
newsplease	CNBC_3.html.gz	0.37073863636363635
newsplease	CNBC_4.html.gz	0.0
newsplease	FoxNews_0.html.gz	0.027522935779816515
newsplease	FoxNews_1.html.gz	0.06631578947368422
newsplease	FoxNews_2.html.gz	0.14672686230248308
newsplease	FoxNews_3.html.gz	0.24923076923076923
newsplease	FoxNews_4.html.gz	0.20618556701030927
newsplease	FreeBeacon_0.html.gz	0.0
newsplease	FreeBeacon_1.html.gz	0.0
newsplease	FreeBeacon_2.html.gz	0.0
newsplease	FreeBeacon_3.html.gz	0.0
newsplease	FreeBeacon_4.html.gz	0.0
newsplease	LATimes_0.html.gz	0.37446808510638296
newsplease	LATimes_1.html.gz	0.17262265293761356
newsplease	LATimes_2.html.gz	0.713965646004481
newsplease	LATimes_3.html.gz	0.0919175911251981
newsplease	LATimes_4.html.gz	0.02885345482156416
newsplease	OccupyDemocrats_0.html.gz	0.12716763005780346
newsplease	OccupyDemocrats_1.html.gz	0.16955684007707128
newsplease	OccupyDemocrats_2.html.gz	0.05583756345177665
newsplease	OccupyDemocrats_3.html.gz	0.09119170984455958
newsplease	OccupyDemocrats_4.html.gz	0.10918114143920596
newsplease	Reuters_0.html.gz	0.5662650602409639
newsplease	Reuters_1.html.gz	0.15719063545150502
newsplease	Reuters_2.html.gz	0.5416666666666666
newsplease	Reuters_3.html.gz	0.9141104294478528
newsplease	Reuters_4.html.gz	0.245593419506463
newsplease	TheGatewayPundit_0.html.gz	0.0
newsplease	TheGatewayPundit_1.html.gz	0.0
newsplease	TheGatewayPundit_2.html.gz	0.0
newsplease	TheGatewayPundit_3.html.gz	0.2862903225806452
newsplease	TheGatewayPundit_4.html.gz	0.040183696900114814
newsplease	TheGuardian_0.html.gz	0.041953232462173314
newsplease	TheGuardian_1.html.gz	0.1935483870967742
newsplease	TheGuardian_2.html.gz	0.027554535017221583
newsplease	TheGuardian_3.html.gz	0.03782894736842105
newsplease	TheGuardian_4.html.gz	0.0
newsplease	TheIndependent_0.html.gz	0.42702702702702705
newsplease	TheIndependent_1.html.gz	0.6688741721854304
newsplease	TheIndependent_2.html.gz	0.35039370078740156
newsplease	TheIndependent_3.html.gz	0.3379073756432247
newsplease	TheIndependent_4.html.gz	0.463302752293578
newsplease	TheIntercept_0.html.gz	0.024974687816402295
newsplease	TheIntercept_1.html.gz	0.018890200708382526
newsplease	TheIntercept_2.html.gz	0.0033422459893048127
newsplease	TheIntercept_3.html.gz	0.9107142857142857
newsplease	TheIntercept_4.html.gz	0.035058928837833805
newsplease	TheNation_0.html.gz	0.25409252669039145
newsplease	TheNation_1.html.gz	0.5322519803847605
newsplease	TheNation_2.html.gz	0.04806565064478312
newsplease	TheNation_3.html.gz	0.43989983305509184
newsplease	TheNation_4.html.gz	0.046242774566473986
newsplease	TheNewYorker_0.html.gz	0.39211702559934986
newsplease	TheNewYorker_1.html.gz	0.6629746835443038
newsplease	TheNewYorker_2.html.gz	0.03018867924528302
newsplease	TheNewYorker_3.html.gz	0.009387351778656126
newsplease	TheNewYorker_4.html.gz	0.8182533438237608
newsplease	TheTelegraph_0.html.gz	0.40118243243243246
newsplease	TheTelegraph_1.html.gz	0.98005698005698
newsplease	TheTelegraph_2.html.gz	0.9855072463768116
newsplease	TheTelegraph_3.html.gz	0.9541793946126076
newsplease	TheTelegraph_4.html.gz	0.48663101604278075
newsplease	WashingtonTimes_0.html.gz	0.0
newsplease	WashingtonTimes_1.html.gz	0.0
newsplease	WashingtonTimes_2.html.gz	0.0
newsplease	WashingtonTimes_3.html.gz	0.022944550669216062
newsplease	WashingtonTimes_4.html.gz	0.0
newsplease	iNews_0.html.gz	0.0
newsplease	iNews_1.html.gz	0.036716314513335645
newsplease	iNews_2.html.gz	0.018396846254927726
newsplease	iNews_3.html.gz	0.025128865979381444
newsplease	iNews_4.html.gz	0.8504758980657047
trafilatura	APNews_0.html.gz	0.03624733475479744
trafilatura	APNews_1.html.gz	0.04152249134948097
trafilatura	APNews_2.html.gz	0.6037296037296037
trafilatura	APNews_3.html.gz	0.09375
trafilatura	APNews_4.html.gz	0.03792415169660679
trafilatura	CNBC_0.html.gz	0.007425742574257425
trafilatura	CNBC_1.html.gz	0.03409090909090909
trafilatura	CNBC_2.html.gz	0.006864988558352402
trafilatura	CNBC_3.html.gz	0.08785529715762273
trafilatura	CNBC_4.html.gz	0.0782122905027933
trafilatura	FoxNews_0.html.gz	0.030275229357798167
trafilatura	FoxNews_1.html.gz	0.05894736842105263
trafilatura	FoxNews_2.html.gz	0.9878345498783455
trafilatura	FoxNews_3.html.gz	0.9768211920529801
trafilatura	FoxNews_4.html.gz	0.9863760217983651
trafilatura	FreeBeacon_0.html.gz	0.027888446215139442
trafilatura	FreeBeacon_1.html.gz	0.051194539249146756
trafilatura	FreeBeacon_2.html.gz	0.04524886877828054
trafilatura	FreeBeacon_3.html.gz	0.043668122270742356
trafilatura	FreeBeacon_4.html.gz	0.015100671140939598
trafilatura	LATimes_0.html.gz	0.01276595744680851
trafilatura	LATimes_1.html.gz	0.036947304663840094
trafilatura	LATimes_2.html.gz	0.07244212098581031
trafilatura	LATimes_3.html.gz	0.05916534601162177
trafilatura	LATimes_4.html.gz	0.11769172361427487
trafilatura	OccupyDemocrats_0.html.gz	0.13583815028901733
trafilatura	OccupyDemocrats_1.html.gz	0.18304431599229287
trafilatura	OccupyDemocrats_2.html.gz	0.06725888324873096
trafilatura	OccupyDemocrats_3.html.gz	0.09533678756476684
trafilatura	OccupyDemocrats_4.html.gz	0.12903225806451613
trafilatura	Reuters_0.html.gz	0.24096385542168675
trafilatura	Reuters_1.html.gz	0.08361204013377926
trafilatura	Reuters_2.html.gz	0.25
trafilatura	Reuters_3.html.gz	0.7687074829931972
trafilatura	Reuters_4.html.gz	0.15158636897767333
trafilatura	TheGatewayPundit_0.html.gz	0.0
trafilatura	TheGatewayPundit_1.html.gz	0.0
trafilatura	TheGatewayPundit_2.html.gz	0.0
trafilatura	TheGatewayPundit_3.html.gz	0.2862903225806452
trafilatura	TheGatewayPundit_4.html.gz	0.08151549942594719
trafilatura	TheGuardian_0.html.gz	0.015474552957359009
trafilatura	TheGuardian_1.html.gz	0.0
trafilatura	TheGuardian_2.html.gz	0.0
trafilatura	TheGuardian_3.html.gz	0.013157894736842105
trafilatura	TheGuardian_4.html.gz	0.0
trafilatura	TheIndependent_0.html.gz	0.06486486486486487
trafilatura	TheIndependent_1.html.gz	5.3841059602649
