scraper	article	precision	recall	f1_score
boilerpipe	CNBC_3.html.gz	0.9265463917525774	1.0	0.9618729096989966
boilerpipe	CNBC_4.html.gz	0.8669724770642202	1.0	0.9287469287469288
boilerpipe	FoxNews_0.html.gz	0.2909090909090909	0.015037593984962405	0.028596961572832886
boilerpipe	FoxNews_1.html.gz	0.36363636363636365	0.020942408376963352	0.039603960396039604
boilerpipe	FoxNews_2.html.gz	0.23636363636363636	0.029885057471264367	0.05306122448979591
boilerpipe	FoxNews_3.html.gz	0.2	0.033950617283950615	0.05804749340369393
boilerpipe	FoxNews_4.html.gz	0.2	0.027707808564231738	0.048672566371681415
boilerpipe	FreeBeacon_0.html.gz	0.9438405797101449	1.0	0.9711090400745572
boilerpipe	FreeBeacon_1.html.gz	0.9339622641509434	1.0	0.9658536585365853
boilerpipe	FreeBeacon_2.html.gz	0.9215686274509803	1.0	0.9591836734693878
boilerpipe	FreeBeacon_3.html.gz	0.92578125	1.0	0.9614604462474645
boilerpipe	FreeBeacon_4.html.gz	0.9775280898876404	1.0	0.9886363636363636
boilerpipe	LATimes_0.html.gz	0.9898819561551433	0.6120959332638165	0.7564432989690721
boilerpipe	LATimes_1.html.gz	0.8861003861003861	0.8066783831282952	0.8445262189512419
boilerpipe	LATimes_2.html.gz	0.9623430962343096	1.0	0.9808102345415778
boilerpipe	LATimes_3.html.gz	0.9447674418604651	0.668724279835391	0.7831325301204819
boilerpipe	LATimes_4.html.gz	0.9382716049382716	0.2243542435424354	0.36212030970815956
boilerpipe	OccupyDemocrats_0.html.gz	0.8811881188118812	1.0	0.9368421052631579
boilerpipe	OccupyDemocrats_1.html.gz	0.8416	0.9887218045112782	0.9092480553154711
boilerpipe	OccupyDemocrats_2.html.gz	0.9387990762124712	1.0	0.9684335914234664
boilerpipe	OccupyDemocrats_3.html.gz	0.8315352697095436	1.0	0.9080199365654734
boilerpipe	OccupyDemocrats_4.html.gz	0.8905579399141631	1.0	0.9421112372304199
boilerpipe	Reuters_0.html.gz	0.5714285714285714	1.0	0.7272727272727273
boilerpipe	Reuters_1.html.gz	0.8421052631578947	0.9381107491856677	0.8875192604006162
boilerpipe	Reuters_2.html.gz	0.6	1.0	0.7499999999999999
boilerpipe	Reuters_3.html.gz	0.591304347826087	0.40963855421686746	0.4839857651245552
boilerpipe	Reuters_4.html.gz	0.9609690444145357	0.8206896551724138	0.8853068815871048
boilerpipe	TheGatewayPundit_0.html.gz	1.0	1.0	1.0
boilerpipe	TheGatewayPundit_1.html.gz	1.0	0.9869791666666666	0.9934469200524246
boilerpipe	TheGatewayPundit_2.html.gz	1.0	0.9908536585365854	0.995405819295559
boilerpipe	TheGatewayPundit_3.html.gz	0.7657657657657657	1.0	0.8673469387755102
boilerpipe	TheGatewayPundit_4.html.gz	0.925026399155227	1.0	0.9610532089961602
boilerpipe	TheGuardian_0.html.gz	0.9520376175548589	1.0	0.9754295808575557
boilerpipe	TheGuardian_1.html.gz	0.8282208588957055	0.9557522123893806	0.8874281018898932
boilerpipe	TheGuardian_2.html.gz	0.9497907949790795	1.0	0.9742489270386265
boilerpipe	TheGuardian_3.html.gz	0.9445277361319341	1.0	0.971472629144179
boilerpipe	TheGuardian_4.html.gz	0.9952153110047847	1.0	0.9976019184652278
boilerpipe	TheIndependent_0.html.gz	0.6828571428571428	0.44423791821561337	0.5382882882882882
boilerpipe	TheIndependent_1.html.gz	0.18912529550827423	0.5063291139240507	0.27538726333907054
boilerpipe	TheIndependent_2.html.gz	0.5128205128205128	1.0	0.6779661016949152
boilerpipe	TheIndependent_3.html.gz	0.7528373266078184	0.995	0.8571428571428571
boilerpipe	TheIndependent_4.html.gz	0.49295774647887325	0.15486725663716813	0.23569023569023567
boilerpipe	TheIntercept_0.html.gz	0.984516817939135	0.6163101604278075	0.7580678314491263
boilerpipe	TheIntercept_1.html.gz	0.7922705314009661	0.3668903803131991	0.5015290519877675
boilerpipe	TheIntercept_2.html.gz	0.9702842377260982	0.4927821522309711	0.6536118363794604
boilerpipe	TheIntercept_3.html.gz	0.7712418300653595	1.0	0.870848708487085
boilerpipe	TheIntercept_4.html.gz	0.9508425010444228	1.0	0.9748019130558927
boilerpipe	TheNation_0.html.gz	0.9392491467576792	0.9411764705882353	0.9402118209771096
boilerpipe	TheNation_1.html.gz	0.9596541786743515	0.8538461538461538	0.903663500678426
boilerpipe	TheNation_2.html.gz	0.949738219895288	1.0	0.9742212674543501
boilerpipe	TheNation_3.html.gz	0.9155455904334828	1.0	0.9559110417479516
boilerpipe	TheNation_4.html.gz	0.9463722397476341	1.0	0.9724473257698542
boilerpipe	TheNewYorker_0.html.gz	0.9866361206567392	1.0	0.9932731116663464
boilerpipe	TheNewYorker_1.html.gz	0.997103548153512	0.46598984771573604	0.6351476014760148
boilerpipe	TheNewYorker_2.html.gz	0.948051948051948	0.6952380952380952	0.8021978021978022
boilerpipe	TheNewYorker_3.html.gz	0.9724896836313618	1.0	0.9860529986052999
boilerpipe	TheNewYorker_4.html.gz	0.9925755248335894	0.9596534653465346	0.9758368990687138
boilerpipe	TheTelegraph_0.html.gz	0.9521193092621664	0.9942622950819672	0.9727345629510825
boilerpipe	TheTelegraph_1.html.gz	0.9285538309928554	0.6950027659966808	0.7949799620333262
boilerpipe	TheTelegraph_2.html.gz	0.8421052631578947	0.3526170798898072	0.49708737864077673
boilerpipe	TheTelegraph_3.html.gz	0.9430803571428571	0.45515755453810935	0.6139872842870119
boilerpipe	TheTelegraph_4.html.gz	0.9278846153846154	1.0	0.9625935162094763
boilerpipe	WashingtonTimes_0.html.gz	0.8297520661157025	1.0	0.9069557362240289
boilerpipe	WashingtonTimes_1.html.gz	0.8072289156626506	1.0	0.8933333333333333
boilerpipe	WashingtonTimes_2.html.gz	0.8242530755711776	1.0	0.903660886319846
boilerpipe	WashingtonTimes_3.html.gz	0.8467614533965245	1.0	0.9170230966638152
boilerpipe	WashingtonTimes_4.html.gz	0.875	1.0	0.9333333333333333
boilerpipe	iNews_0.html.gz	0.9209726443768997	1.0	0.9588607594936709
boilerpipe	iNews_1.html.gz	0.9490999379267536	1.0	0.9738853503184715
boilerpipe	iNews_2.html.gz	0.9382470119521913	0.58875	0.7235023041474654
boilerpipe	iNews_3.html.gz	0.9824368825466521	0.5796632124352331	0.7291242362525459
boilerpipe	iNews_4.html.gz	0.9201623815967523	0.9985315712187959	0.9577464788732394
bte	APNews_0.html.gz	0.9038817005545287	1.0	0.949514563106796
bte	APNews_1.html.gz	0.8069164265129684	0.8408408408408409	0.8235294117647058
bte	APNews_2.html.gz	0.8032490974729242	1.0	0.8908908908908909
bte	APNews_3.html.gz	0.64375	1.0	0.7832699619771863
bte	APNews_4.html.gz	0.8246445497630331	1.0	0.903896103896104
bte	CNBC_0.html.gz	0.9813953488372092	1.0	0.9906103286384975
bte	CNBC_1.html.gz	0.8958333333333334	1.0	0.945054945054945
bte	CNBC_2.html.gz	0.9845474613686535	1.0	0.9922135706340378
bte	CNBC_3.html.gz	0.9110854503464203	1.0	0.9534743202416919
bte	CNBC_4.html.gz	0.9792746113989638	1.0	0.9895287958115184
bte	FoxNews_0.html.gz	0.8946117274167987	0.9947136563876652	0.9420108468919483
bte	FoxNews_1.html.gz	0.8409286328460877	0.9939024390243902	0.9110386585933861
bte	FoxNews_2.html.gz	0.6813353566009105	0.9782135076252724	0.8032200357781752
bte	FoxNews_3.html.gz	0.5724381625441696	1.0	0.7280898876404494
bte	FoxNews_4.html.gz	0.5943952802359882	0.9901719901719902	0.7428571428571429
bte	FreeBeacon_0.html.gz	0.9438405797101449	1.0	0.9711090400745572
bte	FreeBeacon_1.html.gz	0.9339622641509434	1.0	0.9658536585365853
bte	FreeBeacon_2.html.gz	1.0	1.0	1.0
bte	FreeBeacon_3.html.gz	1.0	1.0	1.0
bte	FreeBeacon_4.html.gz	1.0	1.0	1.0
bte	LATimes_0.html.gz	0.9876288659793815	0.9989572471324296	0.993260756868844
bte	LATimes_1.html.gz	0.8302529182879378	1.0	0.90725484985384
bte	LATimes_2.html.gz	0.9236947791164659	1.0	0.9603340292275575
bte	LATimes_3.html.gz	0.9029261495587553	1.0	0.9489870637051502
bte	LATimes_4.html.gz	0.8575949367088608	1.0	0.9233390119250425
bte	OccupyDemocrats_0.html.gz	0.8456057007125891	1.0	0.9163449163449163
bte	OccupyDemocrats_1.html.gz	0.7160161507402423	1.0	0.8345098039215686
bte	OccupyDemocrats_2.html.gz	0.9291428571428572	1.0	0.9632701421800948
bte	OccupyDemocrats_3.html.gz	0.807909604519774	0.999001996007984	0.8933511825078089
bte	OccupyDemocrats_4.html.gz	0.8755274261603375	1.0	0.9336332958380201
bte	Reuters_0.html.gz	0.6268656716417911	1.0	0.7706422018348624
bte	Reuters_1.html.gz	0.8567567567567568	1.0	0.9228529839883552
bte	Reuters_2.html.gz	0.6578947368421053	1.0	0.7936507936507937
bte	Reuters_3.html.gz	0.616822429906542	0.39759036144578314	0.4835164835164835
bte	Reuters_4.html.gz	0.8637653736991485	1.0	0.9269035532994925
bte	TheGatewayPundit_0.html.gz	0.5235294117647059	1.0	0.6872586872586873
bte	TheGatewayPundit_1.html.gz	0.49612403100775193	1.0	0.6632124352331606
bte	TheGatewayPundit_2.html.gz	0.4962178517397882	1.0	0.6632962588473206
bte	TheGatewayPundit_3.html.gz	0.397196261682243	1.0	0.568561872909699
bte	TheGatewayPundit_4.html.gz	0.6748091603053435	1.0	0.805834092980857
bte	TheGuardian_0.html.gz	0.9561487130600572	0.9980099502487563	0.9766309639727362
bte	TheGuardian_1.html.gz	0.8455538221528861	1.0	0.9163144547759933
bte	TheGuardian_2.html.gz	0.9724972497249725	1.0	0.9860568878973788
bte	TheGuardian_3.html.gz	0.9607843137254902	0.9991843393148451	0.9796081567373051
bte	TheGuardian_4.html.gz	0.9904306220095693	0.9951923076923077	0.9928057553956835
bte	TheIndependent_0.html.gz	0.2852664576802508	0.9891304347826086	0.4428223844282238
bte	TheIndependent_1.html.gz	0.13527397260273974	1.0	0.23831070889894423
bte	TheIndependent_2.html.gz	0.6920821114369502	1.0	0.8180242634315424
bte	TheIndependent_3.html.gz	0.3972055888223553	0.995	0.5677603423680456
bte	TheIndependent_4.html.gz	0.2743823146944083	0.9336283185840708	0.4241206030150753
bte	TheIntercept_0.html.gz	0.8778781696298456	1.0	0.9349681825236691
bte	TheIntercept_1.html.gz	0.6866359447004609	1.0	0.8142076502732241
bte	TheIntercept_2.html.gz	0.8926096997690531	1.0	0.9432580841976815
bte	TheIntercept_3.html.gz	0.39154929577464787	0.9788732394366197	0.5593561368209256
bte	TheIntercept_4.html.gz	0.9241706161137441	0.9995606326889279	0.960388376838106
bte	TheNation_0.html.gz	0.7253521126760564	1.0	0.8408163265306122
bte	TheNation_1.html.gz	0.8511097410604193	1.0	0.9195670274771024
bte	TheNation_2.html.gz	0.7056962025316456	0.9834619625137817	0.8217411331183786
bte	TheNation_3.html.gz	0.7404534606205251	0.9951884522854851	0.8491276086212796
bte	TheNation_4.html.gz	0.7213520197856554	1.0	0.8381226053639848
bte	TheNewYorker_0.html.gz	0.9984362783424551	1.0	0.9992175273865415
bte	TheNewYorker_1.html.gz	0.9894525364138623	1.0	0.9946983085079526
bte	TheNewYorker_2.html.gz	0.9699769053117783	1.0	0.984759671746776
bte	TheNewYorker_3.html.gz	0.9909995262908574	1.0	0.9954794194622888
bte	TheNewYorker_4.html.gz	0.9880078316201665	0.9940901255848313	0.9910396464956426
bte	TheTelegraph_0.html.gz	0.964968152866242	0.9934426229508196	0.9789983844911148
bte	TheTelegraph_1.html.gz	0.8711646586345382	1.0	0.931146978021978
bte	TheTelegraph_2.html.gz	0.9946236559139785	0.5346820809248555	0.6954887218045114
bte	TheTelegraph_3.html.gz	0.9060517325524646	1.0	0.9507105364229932
bte	TheTelegraph_4.html.gz	0.9346246973365617	1.0	0.9662077596996245
bte	WashingtonTimes_0.html.gz	0.9211009174311927	1.0	0.9589302769818528
bte	WashingtonTimes_1.html.gz	0.8913525498891353	1.0	0.9425556858147714
bte	WashingtonTimes_2.html.gz	0.8962818003913894	1.0	0.9453044375644996
bte	WashingtonTimes_3.html.gz	0.9387040280210157	1.0	0.9683830171635049
bte	WashingtonTimes_4.html.gz	0.92992700729927	1.0	0.9636913767019667
bte	iNews_0.html.gz	0.8757225433526011	1.0	0.933744221879815
bte	iNews_1.html.gz	0.9484632101831729	0.9990189666448659	0.9730848861283644
bte	iNews_2.html.gz	0.9245495495495496	0.9987834549878345	0.960233918128655
bte	iNews_3.html.gz	0.9089366515837104	1.0	0.9522962962962963
bte	iNews_4.html.gz	0.92122360584732	0.9994126284875183	0.958726581208621
fundus	APNews_0.html.gz	1.0	1.0	1.0
fundus	APNews_1.html.gz	1.0	1.0	1.0
fundus	APNews_2.html.gz	1.0	1.0	1.0
fundus	APNews_3.html.gz	1.0	1.0	1.0
fundus	APNews_4.html.gz	1.0	1.0	1.0
fundus	CNBC_0.html.gz	1.0	1.0	1.0
fundus	CNBC_1.html.gz	1.0	1.0	1.0
fundus	CNBC_2.html.gz	1.0	1.0	1.0
fundus	CNBC_3.html.gz	1.0	1.0	1.0
fundus	CNBC_4.html.gz	1.0	1.0	1.0
fundus	FoxNews_0.html.gz	1.0	0.993421052631579	0.9966996699669968
fundus	FoxNews_1.html.gz	1.0	1.0	1.0
fundus	FoxNews_2.html.gz	1.0	1.0	1.0
fundus	FoxNews_3.html.gz	1.0	1.0	1.0
fundus	FoxNews_4.html.gz	1.0	1.0	1.0
fundus	FreeBeacon_0.html.gz	1.0	1.0	1.0
fundus	FreeBeacon_1.html.gz	1.0	1.0	1.0
fundus	FreeBeacon_2.html.gz	1.0	1.0	1.0
fundus	FreeBeacon_3.html.gz	1.0	1.0	1.0
fundus	FreeBeacon_4.html.gz	1.0	1.0	1.0
fundus	LATimes_0.html.gz	0.9841772151898734	0.9688473520249221	0.9764521193092621
fundus	LATimes_1.html.gz	1.0	1.0	1.0
fundus	LATimes_2.html.gz	0.9963898916967509	1.0	0.9981916817359855
fundus	LATimes_3.html.gz	1.0	0.9907407407407407	0.9953488372093023
fundus	LATimes_4.html.gz	1.0	1.0	1.0
fundus	OccupyDemocrats_0.html.gz	1.0	1.0	1.0
fundus	OccupyDemocrats_1.html.gz	1.0	1.0	1.0
fundus	OccupyDemocrats_2.html.gz	1.0	1.0	1.0
fundus	OccupyDemocrats_3.html.gz	1.0	1.0	1.0
fundus	OccupyDemocrats_4.html.gz	1.0	1.0	1.0
fundus	Reuters_0.html.gz	1.0	1.0	1.0
fundus	Reuters_1.html.gz	1.0	1.0	1.0
fundus	Reuters_2.html.gz	1.0	1.0	1.0
fundus	Reuters_3.html.gz	0.9574468085106383	0.3	0.4568527918781726
fundus	Reuters_4.html.gz	1.0	1.0	1.0
fundus	TheGatewayPundit_0.html.gz	1.0	1.0	1.0
fundus	TheGatewayPundit_1.html.gz	1.0	0.9375	0.967741935483871
fundus	TheGatewayPundit_2.html.gz	1.0	0.47865853658536583	0.6474226804123712
fundus	TheGatewayPundit_3.html.gz	1.0	0.9529411764705882	0.9759036144578312
fundus	TheGatewayPundit_4.html.gz	1.0	1.0	1.0
fundus	TheGuardian_0.html.gz	1.0	0.9832551908908238	0.9915569064505234
fundus	TheGuardian_1.html.gz	1.0	1.0	1.0
fundus	TheGuardian_2.html.gz	1.0	1.0	1.0
fundus	TheGuardian_3.html.gz	1.0	0.9873015873015873	0.9936102236421726
fundus	TheGuardian_4.html.gz	1.0	1.0	1.0
fundus	TheIndependent_0.html.gz	1.0	0.9182156133828996	0.9573643410852712
fundus	TheIndependent_1.html.gz	1.0	1.0	1.0
fundus	TheIndependent_2.html.gz	1.0	1.0	1.0
fundus	TheIndependent_3.html.gz	1.0	1.0	1.0
fundus	TheIndependent_4.html.gz	1.0	1.0	1.0
fundus	TheIntercept_0.html.gz	1.0	1.0	1.0
fundus	TheIntercept_1.html.gz	1.0	1.0	1.0
fundus	TheIntercept_2.html.gz	1.0	0.999353169469599	0.9996764801035264
fundus	TheIntercept_3.html.gz	1.0	0.9225352112676056	0.9597069597069597
fundus	TheIntercept_4.html.gz	0.9997070026369763	0.9994141769185706	0.9995605683316244
fundus	TheNation_0.html.gz	1.0	1.0	1.0
fundus	TheNation_1.html.gz	1.0	1.0	1.0
fundus	TheNation_2.html.gz	1.0	1.0	1.0
fundus	TheNation_3.html.gz	1.0	1.0	1.0
fundus	TheNation_4.html.gz	1.0	1.0	1.0
fundus	TheNewYorker_0.html.gz	1.0	1.0	1.0
fundus	TheNewYorker_1.html.gz	1.0	1.0	1.0
fundus	TheNewYorker_2.html.gz	1.0	1.0	1.0
fundus	TheNewYorker_3.html.gz	1.0	1.0	1.0
fundus	TheNewYorker_4.html.gz	0.9985003749062734	0.9864197530864197	0.9924233014532355
fundus	TheTelegraph_0.html.gz	1.0	1.0	1.0
fundus	TheTelegraph_1.html.gz	1.0	0.9564816522220173	0.9777568331762487
fundus	TheTelegraph_2.html.gz	1.0	0.24793388429752067	0.3973509933774834
fundus	TheTelegraph_3.html.gz	1.0	0.9270131968758416	0.9621243885394829
fundus	TheTelegraph_4.html.gz	1.0	1.0	1.0
fundus	WashingtonTimes_0.html.gz	1.0	1.0	1.0
fundus	WashingtonTimes_1.html.gz	1.0	1.0	1.0
fundus	WashingtonTimes_2.html.gz	1.0	1.0	1.0
fundus	WashingtonTimes_3.html.gz	0.975925925925926	1.0	0.9878163074039363
fundus	WashingtonTimes_4.html.gz	1.0	1.0	1.0
fundus	iNews_0.html.gz	1.0	1.0	1.0
fundus	iNews_1.html.gz	1.0	0.9617396991497711	0.980496749458243
fundus	iNews_2.html.gz	1.0	1.0	1.0
fundus	iNews_3.html.gz	1.0	0.9919103920348475	0.9959387691346454
fundus	iNews_4.html.gz	0.9963708347080171	0.8932268559597752	0.9419837804117279
justext	APNews_0.html.gz	0.7078313253012049	0.9611451942740287	0.8152645273200347
justext	APNews_1.html.gz	0.7209302325581395	0.8378378378378378	0.7749999999999999
justext	APNews_2.html.gz	0.7868217054263565	0.9269406392694064	0.8511530398322851
justext	APNews_3.html.gz	0.4517543859649123	1.0	0.622356495468278
justext	APNews_4.html.gz	0.8173076923076923	1.0	0.8994708994708994
justext	CNBC_0.html.gz	0.9701149425287356	1.0	0.9848308051341891
justext	CNBC_1.html.gz	0.924812030075188	0.841313269493844	0.8810888252148996
justext	CNBC_2.html.gz	0.9867256637168141	1.0	0.9933184855233852
justext	CNBC_3.html.gz	0.9405099150141643	0.9235048678720446	0.9319298245614035
justext	CNBC_4.html.gz	0.9691358024691358	0.8306878306878307	0.8945868945868947
justext	FoxNews_0.html.gz	0.9178861788617886	0.9947136563876652	0.9547568710359408
justext	FoxNews_1.html.gz	0.9101796407185628	0.9549738219895288	0.9320388349514562
justext	FoxNews_2.html.gz	0.7943396226415095	0.967816091954023	0.872538860103627
justext	FoxNews_3.html.gz	1.0	0.4793650793650794	0.648068669527897
justext	FoxNews_4.html.gz	0.8321167883211679	0.8614609571788413	0.8465346534653465
justext	FreeBeacon_0.html.gz	1.0	0.7984644913627639	0.887940234791889
justext	FreeBeacon_1.html.gz	0.9580645161290322	1.0	0.9785831960461284
justext	FreeBeacon_2.html.gz	0.951417004048583	1.0	0.975103734439834
justext	FreeBeacon_3.html.gz	0.9595141700404858	1.0	0.9793388429752067
justext	FreeBeacon_4.html.gz	0.9870340356564019	1.0	0.9934747145187602
justext	LATimes_0.html.gz	0.9876288659793815	0.9989572471324296	0.993260756868844
justext	LATimes_1.html.gz	0.8603351955307262	0.9923842999414177	0.9216539717083786
justext	LATimes_2.html.gz	0.9418604651162791	0.9391304347826087	0.9404934687953556
justext	LATimes_3.html.gz	0.9054054054054054	0.9994855967078189	0.9501222493887529
justext	LATimes_4.html.gz	0.8730670103092784	1.0	0.9322325421396629
justext	OccupyDemocrats_0.html.gz	0.8100686498855835	0.9943820224719101	0.8928121059268599
justext	OccupyDemocrats_1.html.gz	0.7263464337700145	0.9596153846153846	0.8268434134217066
justext	OccupyDemocrats_2.html.gz	0.8923076923076924	0.998769987699877	0.9425420777713291
justext	OccupyDemocrats_3.html.gz	0.8450946643717728	0.9800399201596807	0.9075785582255084
justext	OccupyDemocrats_4.html.gz	0.812133072407045	1.0	0.8963282937365011
justext	Reuters_0.html.gz	0.417910447761194	1.0	0.5894736842105264
